Route ID,Timepoint Stop Name,Timepoint Stop Latitude,Timepoint Stop Longitude,Timepoint Stop Georeference
Q39,61 ST/FLUSHING AV,40.720821,-73.904002,POINT (-73.904002 40.720821)
Q84,MERRICK BL/LIBERTY AV,40.702433,-73.79054,POINT (-73.79054 40.702433)
SIM8X,MARSH AV/WESTPORT ST,40.584265,-74.16063,POINT (-74.16063 40.584265)
Q36,HILLSIDE AV/FRANCIS LEWIS BL,40.720728,-73.760265,POINT (-73.760265 40.720728)
Q84,237 ST/129 AV,40.680134,-73.730246,POINT (-73.730246 40.680134)
BX25,DREISER LOOP/DEFOE PL,40.876197,-73.82947,POINT (-73.82947 40.876197)
QM32,BELL BL/23 AV,40.782513,-73.776698,POINT (-73.776698 40.782513)
BX22,CASTLE HILL AV/WESTCHESTER AV,40.834551,-73.851652,POINT (-73.851652 40.834551)
Q25,POPPENHUSEN AV/119 ST,40.791976,-73.850684,POINT (-73.850684 40.791976)
M3,CENTRAL PK N/5 AV,40.796597,-73.949515,POINT (-73.949515 40.796597)
BX10,W 231 ST/KINGSBRIDGE AV,40.880047,-73.906872,POINT (-73.906872 40.880047)
B42,ROCKAWAY PY/SHORE PY SR N,40.631304,-73.88668,POINT (-73.88668 40.631304)
QM32,WHITESTONE EXPWY/LINDEN PL,40.771091,-73.832982,POINT (-73.832982 40.771091)
M11,HUDSON ST/BARROW ST,40.731571,-74.006534,POINT (-74.006534 40.731571)
Q15A,150 ST/CROSS ISLAND PY SVC RD,40.78666,-73.813494,POINT (-73.813494 40.78666)
S78,HYLAN BL/JACQUES AV,40.570901,-74.109122,POINT (-74.109122 40.570901)
QM18,LEFFERTS BL /LIBERTY AV,40.686471,-73.824164,POINT (-73.824164 40.686471)
BX41+,3 AVE/E 148 ST,40.816803,-73.916332,POINT (-73.916332 40.816803)
Q8,101 AV /94 ST,40.683971,-73.846873,POINT (-73.846873 40.683971)
BX9,E TREMONT AV/E 177 ST,40.839857,-73.878605,POINT (-73.878605 40.839857)
B49,OCEAN AV / AV U,40.599136,-73.951547,POINT (-73.951547 40.599136)
X28,BATTERY PL/GREENWICH ST,40.704921,-74.015441,POINT (-74.015441 40.704921)
B103,CADMAN PZ W/TILLARY ST,40.695988,-73.991009,POINT (-73.991009 40.695988)
Q15A,ROOSEVELT AV/MAIN ST,40.759827,-73.828906,POINT (-73.828906 40.759827)
S90,SOUTH AV/ARLINGTON PL,40.636117,-74.166098,POINT (-74.166098 40.636117)
B16,56 ST/13 AV,40.63114,-73.996354,POINT (-73.996354 40.63114)
B17,REMSEN AV/AV L,40.635011,-73.900328,POINT (-73.900328 40.635011)
Q23,DITMARS BL/102 ST,40.768721,-73.868476,POINT (-73.868476 40.768721)
Q113,PARSONS BL /88 AV,40.706429,-73.802242,POINT (-73.802242 40.706429)
M102,MALCOLM X BL/W 124 ST,40.807032,-73.946242,POINT (-73.946242 40.807032)
SIM4C,ELTINGVILLE/TRANSIT CENTER,40.560388,-74.171241,POINT (-74.171241 40.560388)
B61,PROSPECT PK SW/BARTEL PRITCHARD SQ,40.661372,-73.979653,POINT (-73.979653 40.661372)
B57,JAY ST/FULTON  ST,40.691263,-73.987349,POINT (-73.987349 40.691263)
B26,FULTON ST/BOND ST,40.689709,-73.983099,POINT (-73.983099 40.689709)
M5,BROADWAY/W 157 ST,40.834257,-73.944519,POINT (-73.944519 40.834257)
S59,LUTEN AV/EYLANDT ST,40.526961,-74.19133,POINT (-74.19133 40.526961)
S92,VICTORY BL / BAY ST,40.637812,-74.076158,POINT (-74.076158 40.637812)
Q56,JAMAICA AV/138 ST,40.702449,-73.81507,POINT (-73.81507 40.702449)
Q55,MYRTLE AV/FRESH POND RD,40.700959,-73.894327,POINT (-73.894327 40.700959)
M7,7 AVE/W 34 ST,40.750554,-73.991077,POINT (-73.991077 40.750554)
Q16,TOTTEN AV/CROSS ISLAND PY,40.791429,-73.781062,POINT (-73.781062 40.791429)
BX19,SOUTHERN BL/HUNTS POINT AV,40.82082,-73.891607,POINT (-73.891607 40.82082)
Q1,HILLSIDE AV/169 ST,40.71071,-73.793147,POINT (-73.793147 40.71071)
BXM2,BROADWAY/W 63 ST,40.77147,-73.981943,POINT (-73.981943 40.77147)
BX8,WILLIAMSBRIDGE RD/PELHAM PY N,40.85767,-73.856517,POINT (-73.856517 40.85767)
Q55,MYRTLE AV/HILLSIDE AV,40.700156,-73.832534,POINT (-73.832534 40.700156)
Q90,FLATBUSH AV/PACIFIC ST,40.683164,-73.976866,POINT (-73.976866 40.683164)
BX10,PAUL AV/W 205 ST,40.876836,-73.88971,POINT (-73.88971 40.876836)
B64,BATH AV/24 AV,40.595905,-73.993374,POINT (-73.993374 40.595905)
Q76,132 ST/20 AV,40.782063,-73.836719,POINT (-73.836719 40.782063)
B32,FRANKLIN ST/GREENPOINT AV,40.730089,-73.957542,POINT (-73.957542 40.730089)
BX11,BATHGATE AV/E 172 ST,40.838568,-73.901769,POINT (-73.901769 40.838568)
BX39,WHITE PLAINS RD/E GUN HILL RD,40.877761,-73.865992,POINT (-73.865992 40.877761)
BX8,BRONXWOOD AV/GUN HILL RD,40.875562,-73.860337,POINT (-73.860337 40.875562)
B67,FLATBUSH AV/5 AV,40.682509,-73.976463,POINT (-73.976463 40.682509)
S52,CEBRA AV/VICTORY BL,40.63396,-74.085907,POINT (-74.085907 40.63396)
Q41,LIBERTY AV/95 ST,40.680362,-73.84404,POINT (-73.84404 40.680362)
SIM10,HYLAN BL/NELSON AV,40.542586,-74.145566,POINT (-74.145566 40.542586)
SIM1,BROADWAY/WORTH ST,40.716249,-74.004629,POINT (-74.004629 40.716249)
SIM3C,AV OF THE AMERICAS/W 23 ST,40.743027,-73.992644,POINT (-73.992644 40.743027)
S52,BEACH ST/UNION PL,40.62776,-74.07766,POINT (-74.07766 40.62776)
Q43,HILLSIDE AV/SPRINGFIELD BL,40.729614,-73.745329,POINT (-73.745329 40.729614)
B35,CHURCH AV/KINGS HY,40.652394,-73.922293,POINT (-73.922293 40.652394)
QM17,BEACH CHANNEL DR/BEACH 36 ST,40.596165,-73.768863,POINT (-73.768863 40.596165)
BM1,NATIONAL DR / MILL AV,40.606942,-73.915935,POINT (-73.915935 40.606942)
BX23,BRUCKNER BL/WILKINSON AV,40.852365,-73.827039,POINT (-73.827039 40.852365)
Q17,HILLSIDE AV/179 ST SUBWAY,40.712541,-73.784401,POINT (-73.784401 40.712541)
Q6,SUTPHIN BL /91 AV,40.700766,-73.807887,POINT (-73.807887 40.700766)
BXM10,5 AV/W 51 ST,40.759315,-73.976742,POINT (-73.976742 40.759315)
BXM3,SEDGWICK AV/WEBB AV,40.863762,-73.909159,POINT (-73.909159 40.863762)
Q101,STEINWAY ST/BROADWAY,40.759268,-73.918722,POINT (-73.918722 40.759268)
B52,FULTON ST/S ELLIOTT PL,40.686724,-73.975391,POINT (-73.975391 40.686724)
M42,E 42 ST / PARK AV,40.752077,-73.977417,POINT (-73.977417 40.752077)
B6,FLATLANDS AV/RALPH AV,40.632435,-73.917964,POINT (-73.917964 40.632435)
SIM34,FOREST AV/SOUTH AV,40.627114,-74.16596,POINT (-74.16596 40.627114)
B68,CONEY ISLAND AV/AV U,40.598193,-73.961045,POINT (-73.961045 40.598193)
BX1,GRAND CONCOURSE/E 165 ST,40.83132,-73.91994,POINT (-73.91994 40.83132)
S56,ELTINGVILLE/TRANSIT CENTER,40.560931,-74.171352,POINT (-74.171352 40.560931)
SIM4C,BROADWAY/MORRIS ST,40.705215,-74.01385,POINT (-74.01385 40.705215)
BX22,E FORDHAM RD/THIRD AV,40.861077,-73.890088,POINT (-73.890088 40.861077)
Q50,BRUCKNER BL/WILKINSON AV,40.852103,-73.827134,POINT (-73.827134 40.852103)
BXM3,SEDGWICK AV/WEBB AV,40.864102,-73.908907,POINT (-73.908907 40.864102)
B6,BAY PKWY/60 ST,40.616629,-73.978545,POINT (-73.978545 40.616629)
B49,FOSTER AV/BEDFORD AV,40.638172,-73.954775,POINT (-73.954775 40.638172)
SIM5,FR CAPODANNO BL/ATLANTIC AV,40.582944,-74.073699,POINT (-74.073699 40.582944)
B44+,NOSTRAND AV/AV X,40.594243,-73.940584,POINT (-73.940584 40.594243)
Q2,HILLSIDE AV/179 ST SUBWAY,40.712541,-73.784401,POINT (-73.784401 40.712541)
B90,MCDONALD AV/CHURCH AV,40.642713,-73.979471,POINT (-73.979471 40.642713)
S44,HENDERSON AV/CLINTON AV,40.64034,-74.09831,POINT (-74.09831 40.64034)
Q1,HILLSIDE AV/180 ST,40.713052,-73.781915,POINT (-73.781915 40.713052)
SIM1,HYLAN BL/CANNON BL,40.565114,-74.114835,POINT (-74.114835 40.565114)
Q60,QUEENS BL/WOODHAVEN BL,40.733377,-73.870851,POINT (-73.870851 40.733377)
Q84,MERRICK BL/LINDEN BL,40.691755,-73.779446,POINT (-73.779446 40.691755)
S56,LUTEN AV/EYLANDT ST,40.526999,-74.191352,POINT (-74.191352 40.526999)
BX12,EDSON AV/BARTOW AV,40.86805,-73.83312,POINT (-73.83312 40.86805)
Q31,CORPORAL KENNEDY ST/33 AV,40.770679,-73.779838,POINT (-73.779838 40.770679)
BM2,PEARL ST / PECK SLIP,40.708585,-74.003017,POINT (-74.003017 40.708585)
BX46,FOOD CENTER DR/TERMINAL,40.809978,-73.876657,POINT (-73.876657 40.809978)
Q18,30 AV/21 ST,40.769704,-73.927436,POINT (-73.927436 40.769704)
Q19,27 AV/2 ST,40.775144,-73.93493,POINT (-73.93493 40.775144)
B68,BRIGHTON BEACH AV/CONEY ISLAND AV,40.577968,-73.960253,POINT (-73.960253 40.577968)
B46,UTICA AV/AV N,40.618576,-73.926961,POINT (-73.926961 40.618576)
S51,BAY ST/HYLAN BL,40.613788,-74.06601,POINT (-74.06601 40.613788)
Q102,BIRD S COLER RDY/HOSPITAL (900 MAIN ST),40.770688,-73.942689,POINT (-73.942689 40.770688)
M57,W 57 ST/8 AV,40.766592,-73.982719,POINT (-73.982719 40.766592)
M50,W 49 ST/5 AV,40.758113,-73.978021,POINT (-73.978021 40.758113)
SIM15,STATE ST/BRIDGE ST,40.704209,-74.014192,POINT (-74.014192 40.704209)
B38,DE KALB AV/WYCKOFF AV,40.704149,-73.919426,POINT (-73.919426 40.704149)
Q22,B. 104TH ST / ROCKAWAY FREEWAY,40.584578,-73.825816,POINT (-73.825816 40.584578)
BM5,E 57 ST / 2 AV,40.759729,-73.966051,POINT (-73.966051 40.759729)
M1,CENTRE ST/BROOME ST,40.720678,-73.997674,POINT (-73.997674 40.720678)
M10,FRED DOUGLASS BL/W 158 ST,40.830954,-73.93599,POINT (-73.93599 40.830954)
Q2,HILLSIDE AV/169 ST,40.710593,-73.793092,POINT (-73.793092 40.710593)
SIM9,WEST ST/N MOORE ST,40.720253,-74.012307,POINT (-74.012307 40.720253)
Q7,ROCKAWAY BL /121 ST,40.675677,-73.81706,POINT (-73.81706 40.675677)
Q32,QUEENS PLZ N/29 ST,40.750069,-73.937898,POINT (-73.937898 40.750069)
BX5,HUNTS POINT AV/SOUTHERN BL,40.820553,-73.891175,POINT (-73.891175 40.820553)
B13,COOPER AV/65 ST,40.698624,-73.889176,POINT (-73.889176 40.698624)
BX4,WESTCHESTER AV/CASTLE HILL AV,40.834155,-73.851827,POINT (-73.851827 40.834155)
QM2,E 59 ST/LEXINGTON AV,40.761984,-73.967743,POINT (-73.967743 40.761984)
S55,LUTEN AV/EYLANDT ST,40.526997,-74.191161,POINT (-74.191161 40.526997)
SIM8,W 42 ST/8 AV,40.757575,-73.990464,POINT (-73.990464 40.757575)
Q84,MERRICK BL/104 AV,40.701551,-73.790447,POINT (-73.790447 40.701551)
BX33,E 138 ST/ST ANNS AV,40.806829,-73.917302,POINT (-73.917302 40.806829)
B63,5 AV/Bay Ridge AV,40.633754,-74.020803,POINT (-74.020803 40.633754)
Q55,MYRTLE AV/62 ST,40.70087,-73.892934,POINT (-73.892934 40.70087)
M101,W 125 ST/AMSTERDAM AV,40.813537,-73.956365,POINT (-73.956365 40.813537)
M12,12 AV/W 40 ST,40.760765,-74.001924,POINT (-74.001924 40.760765)
S74,TARGEE ST/DE KALB ST,40.608788,-74.088223,POINT (-74.088223 40.608788)
B7,QUENTIN RD/CONEY ISLAND AV,40.607888,-73.961743,POINT (-73.961743 40.607888)
SIM7,HYLAN BL/MIDLAND AV,40.578249,-74.101942,POINT (-74.101942 40.578249)
BX12,W FORDHAM RD/SEDGWICK AV,40.862829,-73.908448,POINT (-73.908448 40.862829)
Q34,PARSONS BL/HILLSIDE AV,40.707861,-73.802937,POINT (-73.802937 40.707861)
B103,3 AV/8 ST,40.671958,-73.990491,POINT (-73.990491 40.671958)
S92,VICTORY BL/RICHMOND AV,40.607096,-74.162763,POINT (-74.162763 40.607096)
M4,BROADWAY/W 145 ST,40.826791,-73.94997,POINT (-73.94997 40.826791)
S59,HYLAN BL/LUTEN AV,40.523099,-74.18814,POINT (-74.18814 40.523099)
S79+,HYLAN BL/NEW DORP LA,40.570271,-74.109771,POINT (-74.109771 40.570271)
BX39,E 241 ST/CRANFORD AVE,40.903218,-73.849703,POINT (-73.849703 40.903218)
BXM1,HENRY HUDSON PKY W/W 239 ST,40.889717,-73.909022,POINT (-73.909022 40.889717)
M12,11 AV/W 57 ST,40.770024,-73.991693,POINT (-73.991693 40.770024)
BX2,GRAND CONCOURSE/E 177 ST,40.849184,-73.906546,POINT (-73.906546 40.849184)
BX22,VALENTINE AV/E FORDHAM RD,40.862431,-73.895859,POINT (-73.895859 40.862431)
Q27,58 AV / SPRINGFIELD BL,40.751039,-73.757443,POINT (-73.757443 40.751039)
X27,CHURCH ST/DUANE ST,40.716228,-74.006778,POINT (-74.006778 40.716228)
Q72,JUNCTION BL/QUEENS BL,40.730827,-73.862708,POINT (-73.862708 40.730827)
SIM30,FOREST AV/SOUTH AV,40.627115,-74.165571,POINT (-74.165571 40.627115)
BX4A,WESTCHESTER AV/MORRISON AV,40.829418,-73.874811,POINT (-73.874811 40.829418)
S94,RICHMOND AV/VICTORY BL,40.607533,-74.162351,POINT (-74.162351 40.607533)
Q56,JAMAICA AV/146 ST,40.701864,-73.808797,POINT (-73.808797 40.701864)
SIM1,ELTINGVILLE/TRANSIT CENTER,40.560594,-74.171242,POINT (-74.171242 40.560594)
Q9,135 ST /111 AV,40.684505,-73.807991,POINT (-73.807991 40.684505)
B62,WYTHE AV/KEAP ST,40.702632,-73.9628,POINT (-73.9628 40.702632)
B8,FOSTER AV/CONEY ISLAND AV,40.63245,-73.966617,POINT (-73.966617 40.63245)
M7,7 AV/W 50 ST,40.761052,-73.983447,POINT (-73.983447 40.761052)
Q40,135 AV/142 ST,40.668177,-73.796835,POINT (-73.796835 40.668177)
M103,3 AV /E 125 ST,40.804205,-73.935368,POINT (-73.935368 40.804205)
B68,CONEY ISLAND AV/CHURCH AV,40.646768,-73.970833,POINT (-73.970833 40.646768)
BX18B,E 170 ST/GRAND CONCOURSE,40.838712,-73.913443,POINT (-73.913443 40.838712)
Q85,SPRINGFIELD BLVD/145 AV,40.66503,-73.758295,POINT (-73.758295 40.66503)
S78,LUTEN AV/EYLANDT ST,40.527172,-74.191586,POINT (-74.191586 40.527172)
Q23,108 ST/62 DR,40.735255,-73.850918,POINT (-73.850918 40.735255)
BX38,VALENTINE AV/E 192 ST,40.863917,-73.894537,POINT (-73.894537 40.863917)
M116,W 116 ST/FRED DOUGLASS BL,40.804229,-73.955203,POINT (-73.955203 40.804229)
BM4,GERRITSEN AV / NOSTRAND AV,40.60904,-73.94336,POINT (-73.94336 40.60904)
Q65,MAIN ST/ROOSEVELT AV,40.759377,-73.829892,POINT (-73.829892 40.759377)
B47,RALPH AV/FULTON ST,40.678513,-73.921744,POINT (-73.921744 40.678513)
Q104,BROADWAY/STEINWAY ST,40.759213,-73.919292,POINT (-73.919292 40.759213)
QM11,PEARL ST / PECK SLIP,40.708585,-74.003017,POINT (-74.003017 40.708585)
BM2,AV H / NEW YORK AV,40.631833,-73.944214,POINT (-73.944214 40.631833)
M5,5 AV/W 41 ST,40.753191,-73.981154,POINT (-73.981154 40.753191)
B103,TILLARY ST / CADMAN PLZ E,40.696115,-73.990166,POINT (-73.990166 40.696115)
M66,5 AV/E  67 ST,40.769033,-73.969649,POINT (-73.969649 40.769033)
B25,FULTON ST/BOND ST,40.689709,-73.983099,POINT (-73.983099 40.689709)
BX5,WHITE PLAINS RD/LAFAYETTE AV,40.822144,-73.858232,POINT (-73.858232 40.822144)
B7,KINGS HY/CHURCH AV,40.652613,-73.923007,POINT (-73.923007 40.652613)
Q77,FRANCIS LEWIS BL/LINDEN BL,40.696477,-73.74621,POINT (-73.74621 40.696477)
BX2,E 149 ST/COURTLANDT AV,40.816745,-73.919846,POINT (-73.919846 40.816745)
M79+,E 79 ST/5 AV,40.77698,-73.963475,POINT (-73.963475 40.77698)
Q7,PITKIN AV /EUCLID AV,40.675497,-73.871784,POINT (-73.871784 40.675497)
M7,MALCOLM X BL/W 124 ST,40.807032,-73.946242,POINT (-73.946242 40.807032)
M42,W 42 ST/BROADWAY,40.755754,-73.986046,POINT (-73.986046 40.755754)
Q112,TUSKEGEE AIRMEN WAY/SUTPHIN BL,40.694765,-73.802036,POINT (-73.802036 40.694765)
Q85,LIBERTY AV/MERRICK BL,40.70237,-73.791688,POINT (-73.791688 40.70237)
Q12,NORTHERN BL/FRANCIS LEWIS BL,40.757872,-73.783225,POINT (-73.783225 40.757872)
Q111,ARCHER AV /160 ST,40.702782,-73.798612,POINT (-73.798612 40.702782)
S90,FOREST AV/SOUTH AV,40.627555,-74.167039,POINT (-74.167039 40.627555)
BX35,E 167 ST/WEBSTER AV,40.830882,-73.910732,POINT (-73.910732 40.830882)
Q54,METROPOLITAN AV/FRESH POND RD,40.712776,-73.901445,POINT (-73.901445 40.712776)
B15,NEW LOTS AV/PENNSYLVANIA AV,40.66201,-73.892557,POINT (-73.892557 40.66201)
QM21,E 57 ST/ 3 AV,40.760391,-73.968015,POINT (-73.968015 40.760391)
M34+,E 34 ST /2 AV,40.74478,-73.976027,POINT (-73.976027 40.74478)
Q40,SUTPHIN BL /JAMAICA AV,40.701922,-73.80804,POINT (-73.80804 40.701922)
BX18A,W 168 ST/W 167 ST,40.838721,-73.928037,POINT (-73.928037 40.838721)
B13,EUCLID AV /SUTTER AV,40.672756,-73.871349,POINT (-73.871349 40.672756)
B46,UTICA AV/FULTON ST,40.679184,-73.929053,POINT (-73.929053 40.679184)
Q111,GUY R BREWER BL /134 AV,40.673635,-73.775642,POINT (-73.775642 40.673635)
Q1,HILLSIDE AV/205 ST,40.720923,-73.759535,POINT (-73.759535 40.720923)
S93,NARROWS RD SO/TARGEE ST,40.607755,-74.089028,POINT (-74.089028 40.607755)
QM2,WHITESTONE EXPWY/LINDEN PL,40.771091,-73.832982,POINT (-73.832982 40.771091)
BX42,HARDING AV/EMERSON AV,40.812899,-73.827201,POINT (-73.827201 40.812899)
Q20B,MAIN ST/UNION TP,40.717771,-73.817324,POINT (-73.817324 40.717771)
M57,WEST END AV/W 66 ST,40.776334,-73.986857,POINT (-73.986857 40.776334)
Q114,ARCHER AV /160 ST,40.702782,-73.798612,POINT (-73.798612 40.702782)
B62,BEDFORD AV/BROADWAY,40.71073,-73.963616,POINT (-73.963616 40.71073)
SIM34,RICHMOND AV/JULES DR,40.618527,-74.155275,POINT (-74.155275 40.618527)
B24,GREENPOINT AV/KINGSLAND AV,40.732576,-73.943261,POINT (-73.943261 40.732576)
B103,FLATBUSH AV / E 31 ST,40.632064,-73.946717,POINT (-73.946717 40.632064)
M116,W 116 ST/MALCOLM X BL,40.802292,-73.950025,POINT (-73.950025 40.802292)
BXM2,KAPPOCK ST/KNOLLS CRES,40.879219,-73.916629,POINT (-73.916629 40.879219)
M1,5 AV/W 72 ST,40.772446,-73.967247,POINT (-73.967247 40.772446)
S93,CLOVE RD/NIAGARA ST,40.615625,-74.103042,POINT (-74.103042 40.615625)
B6,AV H / UTICA AV,40.632817,-73.928468,POINT (-73.928468 40.632817)
M31,W 54 ST/11 AV,40.767925,-73.991859,POINT (-73.991859 40.767925)
Q35,ROCKAWAY BEACH BL/BEACH 149 ST,40.569351,-73.864672,POINT (-73.864672 40.569351)
B13,SUTTER AV/EUCLID AV,40.67281,-73.871152,POINT (-73.871152 40.67281)
B9,AV L/FLATBUSH AV,40.622875,-73.937349,POINT (-73.937349 40.622875)
B67,LIVINGSTON ST / SMITH ST,40.690347,-73.987739,POINT (-73.987739 40.690347)
Q26,46 AV/PARSONS BL,40.754271,-73.813419,POINT (-73.813419 40.754271)
M21,E HOUSTON ST/555 FDR DR,40.71675,-73.975842,POINT (-73.975842 40.71675)
B8,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.948517 40.640085)
B48,LINCOLN RD/FLATBUSH AV,40.660662,-73.962371,POINT (-73.962371 40.660662)
Q54,JAMAICA AVE / QUEENS BLVD,40.702584,-73.81414,POINT (-73.81414 40.702584)
M103,3 AV/E 67 ST,40.767113,-73.962513,POINT (-73.962513 40.767113)
SIM1,HYLAN BL/NELSON AV,40.542586,-74.145566,POINT (-74.145566 40.542586)
M101,3 AV/E 23 ST,40.739218,-73.982771,POINT (-73.982771 40.739218)
Q17,KISSENA BL/HORACE HARDING EXP,40.739698,-73.815089,POINT (-73.815089 40.739698)
SIM33,RICHMOND AV/JULES DR,40.618527,-74.155275,POINT (-74.155275 40.618527)
Q77,SPRINGFIELD BLVD/145 AV,40.66503,-73.758295,POINT (-73.758295 40.66503)
M1,MALCOLM X BL/W 146 ST,40.821082,-73.935896,POINT (-73.935896 40.821082)
B24,METROPOLITAN AV/GRAHAM AV,40.714513,-73.944865,POINT (-73.944865 40.714513)
Q43,HILLSIDE AV/268 ST,40.738768,-73.701868,POINT (-73.701868 40.738768)
QM36,UNION TPK/260 ST,40.74712,-73.711556,POINT (-73.711556 40.74712)
B12,EMPIRE BL/UTICA AV,40.663602,-73.93216,POINT (-73.93216 40.663602)
B44,NOSTRAND AV/AV X,40.594243,-73.940584,POINT (-73.940584 40.594243)
B44+,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.947438 40.631827)
BX32,VA HOSPITAL/VA HOSPITAL,40.867352,-73.905628,POINT (-73.905628 40.867352)
Q43,HILLSIDE AV/231 ST,40.732945,-73.739395,POINT (-73.739395 40.732945)
Q15A,150 ST/15 DR,40.785497,-73.813593,POINT (-73.813593 40.785497)
B31,QUENTIN RD/E 16 ST,40.60843,-73.957131,POINT (-73.957131 40.60843)
S62,VICTORY BL / BAY ST,40.637675,-74.076194,POINT (-74.076194 40.637675)
BX4,HUGH GRANT CIR/CROSS BX SVC RD,40.832789,-73.860387,POINT (-73.860387 40.832789)
B25,FULTON ST/RALPH AV,40.678762,-73.92125,POINT (-73.92125 40.678762)
M106,W 96 ST/CENTRAL PK W,40.791667,-73.964944,POINT (-73.964944 40.791667)
Q54,JAMAICA AV/138 ST,40.702449,-73.81507,POINT (-73.81507 40.702449)
Q55,MYRTLE AV/WOODHAVEN BL,40.702613,-73.855012,POINT (-73.855012 40.702613)
B68,CONEY ISLAND AV/KINGS HY,40.607183,-73.961738,POINT (-73.961738 40.607183)
QM15,WOODHAVEN BL /JAMAICA AV,40.693722,-73.852378,POINT (-73.852378 40.693722)
S78,BAY ST/VICTORY BL,40.637877,-74.075915,POINT (-74.075915 40.637877)
M50,W 50 ST/8 AV,40.762023,-73.985792,POINT (-73.985792 40.762023)
B37,3 AV/39 ST,40.653657,-74.008061,POINT (-74.008061 40.653657)
Q15A,150 ST/NORTHERN BL,40.765633,-73.815117,POINT (-73.815117 40.765633)
BX25,BEDFORD PK BL/WEBSTER AV,40.86787,-73.88402,POINT (-73.88402 40.86787)
SIM9,HYLAN BL/CANNON BL,40.565114,-74.114835,POINT (-74.114835 40.565114)
BM4,CORTELYOU RD / WESTMINSTER RD,40.639883,-73.967187,POINT (-73.967187 40.639883)
Q21,WOODHAVEN BL /METROPOLITAN AV,40.71208,-73.859987,POINT (-73.859987 40.71208)
QM35,188 ST/64 AV,40.73877,-73.785974,POINT (-73.785974 40.73877)
BX2,GRAND CONCOURSE/E FORDHAM RD,40.861909,-73.897737,POINT (-73.897737 40.861909)
QM35,UNION TPK/MAIN ST,40.717653,-73.81679,POINT (-73.81679 40.717653)
BX9,SOUTHERN BL/E FORDHAM RD,40.856252,-73.880972,POINT (-73.880972 40.856252)
M103,LEXINGTON AV/96 ST,40.78548,-73.95133,POINT (-73.95133 40.78548)
B14,MOTHER GASTON BL/PITKIN AV,40.669911,-73.907025,POINT (-73.907025 40.669911)
X27,WAKEMAN PL/3 AV,40.638125,-74.024872,POINT (-74.024872 40.638125)
S74,VAN DUZER ST/BROAD ST,40.622369,-74.085406,POINT (-74.085406 40.622369)
B69,SANDS ST/PEARL ST,40.699922,-73.987598,POINT (-73.987598 40.699922)
QM17,E 34 ST /3 AV,40.746194,-73.978967,POINT (-73.978967 40.746194)
S81,MIDLAND AV/MORELAND ST,40.574688,-74.097292,POINT (-74.097292 40.574688)
S61,VICTORY BL/FOREST AV,40.630279,-74.088817,POINT (-74.088817 40.630279)
B11,49 ST/5 AV,40.645904,-74.010039,POINT (-74.010039 40.645904)
B70,8 AV/62 ST,40.634447,-74.010758,POINT (-74.010758 40.634447)
SIM9,HYLAN BL/RICHMOND AV,40.534088,-74.153969,POINT (-74.153969 40.534088)
M3,ST NICHOLAS AV/W 167 ST,40.840879,-73.939441,POINT (-73.939441 40.840879)
B74,MERMAID AV/W 29 ST,40.575456,-73.994904,POINT (-73.994904 40.575456)
S53,CLOVE RD/NIAGARA ST,40.615625,-74.103042,POINT (-74.103042 40.615625)
BXM1,BROADWAY/W 207 ST BAY 1,40.867745,-73.921382,POINT (-73.921382 40.867745)
BX3,W KINGSBRIDGE RD/SEDGWICK AV,40.869541,-73.903603,POINT (-73.903603 40.869541)
B31,AV R/NOSTRAND AV,40.607471,-73.943068,POINT (-73.943068 40.607471)
M79+,W 79 ST/RIVERSIDE DR,40.784741,-73.982349,POINT (-73.982349 40.784741)
Q43,HILLSIDE AV/FRANCIS LEWIS BL,40.720728,-73.760265,POINT (-73.760265 40.720728)
S54,SEAVIEW HOSPITAL/E ROBITZEK  BLDG,40.591517,-74.132512,POINT (-74.132512 40.591517)
QM17,E 57 ST/ 3 AV,40.760391,-73.968015,POINT (-73.968015 40.760391)
Q58,BROADWAY/JUSTICE AV,40.737801,-73.877105,POINT (-73.877105 40.737801)
QM16,ROCKAWAY BEACH BLVD/BEACH 147 ST,40.570074,-73.862769,POINT (-73.862769 40.570074)
S94,POST AV/JEWETT AV,40.630918,-74.130383,POINT (-74.130383 40.630918)
B36,AV Z/E 15 ST,40.587988,-73.953686,POINT (-73.953686 40.587988)
S54,BRIELLE AV/GANSEVOORT BL,40.598213,-74.125675,POINT (-74.125675 40.598213)
B49,BEDFORD AV/DEAN ST,40.67736,-73.952627,POINT (-73.952627 40.67736)
BX12,PELHAM PKWY/WHITE PLAINS RD,40.856715,-73.867834,POINT (-73.867834 40.856715)
SIM11,E 23 ST/1 AV,40.736691,-73.978245,POINT (-73.978245 40.736691)
BX21,3 AV/WESTCHESTER AV,40.817059,-73.916082,POINT (-73.916082 40.817059)
Q37,UNION TPK/KEW GARDENS RD,40.714036,-73.831214,POINT (-73.831214 40.714036)
QM8,WATER ST/GOUVERNEUR LN,40.704793,-74.00809,POINT (-74.00809 40.704793)
Q1,HILLSIDE AV/168 PL,40.710261,-73.793941,POINT (-73.793941 40.710261)
M3,BROADWAY/W 168 ST,40.841041,-73.939971,POINT (-73.939971 40.841041)
BX42,E 180 ST/BOSTON RD,40.842623,-73.878296,POINT (-73.878296 40.842623)
